Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Website,Last Funding Type,Last Funding Amount,Total Funding Amount,Trend Score (90 Days),Number of Employees,Categories,Founded Date,Status,Last Funding Date,Total Equity Funding Amount,Valuation at IPO
OB1,https://www.crunchbase.com/organization/ob1,"Commerce and Shopping, Software, Payments, Financial Services, Lending and Investments","Fairfax, Virginia, United States","OB 1 allows anyone in the world to buy and sell anything to anyone else, anywhere, for free.",5089,http://ob1.io,Seed,"$3,000,000","$5,500,000",-0.7,1-10,"Bitcoin, E-Commerce, Trading Platform",04/24/2015,Operating,12/14/2016,"$5,500,000",
Cazena,https://www.crunchbase.com/organization/cazena,"Data and Analytics, Software","Waltham, Massachusetts, United States","Cazena, Inc is a Massachusetts based company looking to provide big data on demand",5100,http://www.cazena.com,Series B,"$20,000,000","$28,000,000",-0.3,11-50,"Enterprise Software, Analytics, Big Data",01/01/2014,Operating,07/22/2015,"$28,000,000",
RealScout,https://www.crunchbase.com/organization/realscout,"Real Estate, Software, Internet Services","Mountain View, California, United States","RealScout is an online search engine for local home listings, allowing users to personalize search criteria.",5103,http://realscout.com,Series A,"$4,400,000","$15,200,000",-0.8,11-50,"Real Estate, Software, Search Engine",06/01/2012,Operating,10/17/2016,"$15,200,000",
RigUp,https://www.crunchbase.com/organization/rigup,"Energy, Commerce and Shopping, Software","Austin, Texas, United States",Platform for the energy industry,5108,http://rigup.com,Series A,"$15,000,000","$18,000,000",-0.4,11-50,"Marketplace, Software, Energy",01/01/2014,Operating,04/14/2016,"$18,000,000",
TrueMotion,https://www.crunchbase.com/organization/censio,"Hardware, Consumer Electronics, Software, Transportation, Mobile","Boston, Massachusetts, United States","Safer driving, powered by your smartphone.",5119,http://www.goTrueMotion.com,Series A,"$10,000,000","$10,000,000",-1.5,11-50,"Computer Vision, Automotive, Mobile Devices",01/01/2012,Operating,10/06/2015,"$10,000,000",
OvaScience,https://www.crunchbase.com/organization/ovascience,"Biotechnology, Science and Engineering, Health Care","Boston, Massachusetts, United States","OvaScience is a life sciences company focused on the discovery, development and commercialization of treatments for infertility.",5130,http://ovascience.com,Post-IPO Equity,"$53,800,000","$135,799,920",2.7,51-100,"Health Care, Biotechnology, Life Science",01/01/2011,IPO,06/01/2016,"$135,799,920",
Shoes of Prey,https://www.crunchbase.com/organization/shoes-of-prey,"Commerce and Shopping, Clothing and Apparel, Consumer Goods","Santa Monica, California, United States","Shoes of Prey creates bespoke, hand-made women's shoes designed by the customer, and delivers them to anywhere in the world.",5139,http://www.shoesofprey.com,Series B,"$15,500,000","$25,906,284",-0.3,1-10,"E-Commerce, Shoes, Women's",04/01/2009,Operating,12/07/2015,"$25,906,284",
"Freebird, Inc.",https://www.crunchbase.com/organization/freebird,Travel and Tourism,"Cambridge, Massachusetts, United States",Freebird empowers travelers to book a new ticket – on any airline at no additional cost – in the event of a flight cancellation or delay.,5141,https://www.getfreebird.com/,Seed,"$5,000,000","$8,500,000",-1,1-10,Travel,01/01/2015,Operating,04/19/2017,"$8,500,000",
honeycomb.io,https://www.crunchbase.com/organization/hound,"Information Technology, Data and Analytics, Software, Design","San Francisco, California, United States","Honeycomb is a power tool for complex/distributed systems, microservices and databases. Dive into your data and find unknown unknowns today.",5169,https://honeycomb.io/,Seed,"$2,000,000","$4,000,000",-1.1,1-10,"Analytics, SaaS, Database, Data Visualization",01/01/2015,Operating,04/11/2017,"$4,000,000",
Gixo,https://www.crunchbase.com/organization/gixo,,"San Francisco, California, United States",Limited Info.,5171,http://gixo.com,Series A,"$3,700,000","$3,700,000",-2.6,11-50,,04/01/2016,Operating,05/25/2017,"$3,700,000",
Any.do,https://www.crunchbase.com/organization/any-do,"Platforms, Software, Mobile","Tel Aviv, Tel Aviv, Israel",Over 15M people keep their under control and get things done with Any.do,5177,http://www.any.do,Seed,,"$6,000,000",-1.3,,"Android, Productivity Tools, Mobile, Virtual Assistant, iOS, Task Management",11/01/2011,Operating,01/01/2017,"$6,000,000",
MySmartPrice,https://www.crunchbase.com/organization/mysmartprice,"Commerce and Shopping, Internet Services","Hyderabad, Andhra Pradesh, India",MySmartPrice is an online research platform that lets users discover products across a wide array of categories that include mobiles.,5185,http://www.mysmartprice.com,Series B,"$10,000,000","$11,000,000",-0.4,101-250,"Shopping, Internet, Price Comparison, E-Commerce",08/10/2011,Operating,07/13/2015,"$11,000,000",
Theatro,https://www.crunchbase.com/organization/theatro,"Software, Internet Services, Mobile","Richardson, Texas, United States",Theatro is a Dallas-based software startup pioneering the market’s first voice-controlled mobile app platform for hourly employees.,5187,http://www.theatro.com,Series Unknown,,"$8,800,000",1.6,51-100,"Enterprise Software, Virtual Assistant, Internet of Things, SaaS, Mobile",01/01/2011,Operating,01/15/2016,"$8,800,000",
Kunlun,https://www.crunchbase.com/organization/kunlun,"Gaming, Hardware, Media and Entertainment, Information Technology, Consumer Electronics, Software, Internet Services","Beijing, Beijing, China",Beijing KunLun Wanwei Technologies is an internet group that is dedicated to the development of interactive platforms and applications.,5193,http://www.kunlun.com,Series A,"¥50,000,000","$7,606,490",-1.3,1001-5000,"Gaming, Information Technology, Social Media, Information Services, Computer, Software",01/01/2008,Operating,03/01/2011,"$7,606,490",
Magicpin,https://www.crunchbase.com/organization/magicpin,"Commerce and Shopping, Internet Services","Gurgaon, Haryana, India","Magicpin is a platform where users and merchants in a locality discover, interact, and transact.",5215,https://magicpin.in/magic/index.php,Series B,"$7,000,000","$10,000,000",-3,101-250,"Retail, E-Commerce, E-Commerce Platforms",01/01/2015,Operating,05/31/2017,"$10,000,000",
StockX,https://www.crunchbase.com/organization/stockx,"Commerce and Shopping, Clothing and Apparel, Consumer Goods, Internet Services","Detroit, Michigan, United States",StockX is a platform for buying and selling authentic sneakers.,5230,https://stockx.com/,Series A,"$6,000,000","$6,000,000",-1.4,11-50,"E-Commerce, E-Commerce Platforms, Shoes",01/01/2012,Operating,02/15/2017,"$6,000,000",
Notonthehighstreet,https://www.crunchbase.com/organization/notonthehighstreet,Commerce and Shopping,"Richmond, Richmond upon Thames, United Kingdom",Notonthehighstreet is a curated online marketplace that enables consumers to browse through and purchase items from diverse sellers.,5238,http://www.notonthehighstreet.com,Series E,"£21,000,000","$81,167,065",-0.4,101-250,"Marketplace, E-Commerce, Retail",04/04/2006,Operating,08/28/2016,"$71,880,721",
Pixlee,https://www.crunchbase.com/organization/pixlee,"Commerce and Shopping, Media and Entertainment, Sales and Marketing, Internet Services, Mobile, Advertising","San Francisco, California, United States",Pixlee is a visual marketing platform that helps brands market and sell by using real customer photos and videos.,5240,http://www.pixlee.com,Series A,,"$5,500,000",-0.8,11-50,"Advertising, E-Commerce, Digital Media, Mobile, Brand Marketing, Social Media",07/18/2012,Operating,03/01/2017,"$5,500,000",
SailPoint Technologies,https://www.crunchbase.com/organization/sailpoint-technologies,"Information Technology, Software, Privacy and Security","Austin, Texas, United States",SailPoint is an identity and access management provider that helps organizations deliver and manage user access from any device.,5241,http://www.sailpoint.com,Series Unknown,"$247,902","$26,078,810",-0.7,501-1000,"Enterprise Software, Risk Management, Identity Management",12/01/2005,Operating,12/25/2014,"$21,247,902",
E8 Storage,https://www.crunchbase.com/organization/e8-storage,"Hardware, Software, Internet Services","Santa Clara, California, United States",E8 Storage provides the next generation of cost-effective rack-scale flash storage for the enterprise and software-defined cloud,5249,http://www.e8storage.com,Series B,"$12,300,000","$18,300,000",-0.2,11-50,"Flash Storage, Cloud Computing, Enterprise Software",11/01/2014,Operating,05/10/2016,"$18,300,000",
ClusterHQ,https://www.crunchbase.com/organization/hybridcluster,"Hardware, Information Technology, Data and Analytics, Software, Internet Services","Bristol, Bristol, City of, United Kingdom",Run your databases in Docker and make them as portable as the rest of your app.,5259,https://clusterhq.com/,Series A,"$12,000,000","$18,026,456",-0.2,11-50,"Database, Enterprise Software, Cloud Computing, Private Cloud",01/01/2008,Operating,02/05/2015,"$18,026,456",
Bluestone.com,https://www.crunchbase.com/organization/bluestone-com,"Commerce and Shopping, Consumer Goods, Internet Services","Bangalore, Karnataka, India",Bluestone is an online retailer where users can purchase a variety of jewelry.,5273,http://bluestone.com,Series D,"$30,000,000","$60,800,000",-0.5,251-500,"Internet, Jewelry, E-Commerce",01/01/2011,Operating,07/18/2016,"$60,800,000",
OpenInvest,https://www.crunchbase.com/organization/openinvest,"Sustainability, Financial Services","San Francisco, California, United States",OpenInvest is using technology to mainstream sustainable investing. https://youtu.be/Obi2EJTX5nU,5285,https://www.openinvest.co/,Seed,"$3,250,000","$3,250,000",-3.7,1-10,"FinTech, Financial Services, Sustainability",03/15/2015,Operating,05/16/2017,"$3,250,000",
Farmigo,https://www.crunchbase.com/organization/farmigo,"Travel and Tourism, Sustainability, Food and Beverage, Consumer Goods","Brooklyn, New York, United States","Farmigo makes it possible to order fresh, local, farm-to-table food by creating a scalable alternative to the traditional supermarket",5286,http://www.farmigo.com,Series B,"$16,000,000","$26,000,000",-0.1,51-100,"Green Consumer Goods, Hospitality, Food and Beverage",08/01/2009,Operating,09/30/2015,"$26,000,000",
Envoy Global Inc.,https://www.crunchbase.com/organization/visanow,"Hardware, Information Technology, Consumer Electronics, Software","Chicago, Illinois, United States",Envoy helps growing companies with high-volume global immigration needs,5301,http://envoyglobal.com,Series Unknown,"$5,000,000","$27,100,000",0.7,51-100,"Computer, Software, Information Services",01/01/1998,Operating,11/15/2016,"$27,100,000",
HONK,https://www.crunchbase.com/organization/honk-2,"Apps, Software, Transportation, Mobile","Los Angeles, California, United States",On-Demand Tow & Roadside Assistance,5311,http://www.honkforhelp.com,Series A,"$12,000,000","$13,800,000",-0.8,101-250,"Automotive, Apps, Mobile Apps",01/21/2014,Operating,03/26/2015,"$13,800,000",
"Arimo, Inc.",https://www.crunchbase.com/organization/arimo,"Science and Engineering, Data and Analytics, Software, Artificial Intelligence","Mountain View, California, United States",Arimo is on a quest to build the Enterprise Brain.,5322,https://arimo.com,Series A,"$13,000,000","$13,000,000",-0.8,51-100,"Artificial Intelligence, Machine Learning, Big Data, Analytics",01/01/2012,Operating,08/07/2014,"$13,000,000",
BTCC,https://www.crunchbase.com/organization/btcc,"Software, Payments, Financial Services","Shanghai, Shanghai, China",BTCC is a bitcoin trading platform that enables its users to buy and sell bitcoins in the native Chinese CNY currency.,5324,http://www.btcc.com,Series Unknown,,"$5,000,000",-1,51-100,"Finance, FinTech, Bitcoin, Payments",06/01/2011,Operating,05/31/2017,"$5,000,000",
Comfy,https://www.crunchbase.com/organization/building-robotics,"Science and Engineering, Sustainability, Real Estate, Data and Analytics, Software, Artificial Intelligence","Oakland, California, United States",Comfy is changing the way people interact with their workplaces. Formerly known as Building Robotics.,5326,http://comfyapp.com,Series B,"$12,000,000","$19,847,000",-0.7,11-50,"Artificial Intelligence, Smart Building, Enterprise Software, SaaS, Green Building",05/19/2012,Operating,06/08/2016,"$19,847,000",
Udaan,https://www.crunchbase.com/organization/udaan,,"New Delhi, Delhi, India","Making online trading simple, safe and convenient .",5327,https://udaan.com/login?redirect=%2F,Series A,"$10,000,000","$10,000,000",-0.3,11-50,Business Development,01/01/2016,Operating,11/23/2016,"$10,000,000",
Slack,https://www.crunchbase.com/organization/slack,"Information Technology, Software, Internet Services, Messaging and Telecommunications","San Francisco, California, United States","Slack is a team communication application providing services such as real-time messaging, archiving, and search for modern teams.",5334,http://slack.com,Series F,"$200,000,000","$539,950,000",-8.7,251-500,"Enterprise Software, Messaging, Collaboration, Real Time",01/01/2009,Operating,04/01/2016,"$539,950,000",
HyperTrack,https://www.crunchbase.com/organization/hypertrack,"Navigation and Mapping, Data and Analytics, Software","San Francisco, California, United States",Fastest way to build live location features,5347,https://www.hypertrack.com/,Series A,"$7,000,000","$8,500,000",-1.6,,"Service Industry, Consumer, Geospatial, Software",01/01/2015,Operating,06/12/2017,"$8,500,000",
Atomwise,https://www.crunchbase.com/organization/atomwise,"Data and Analytics, Software, Health Care, Artificial Intelligence","San Francisco, California, United States",Atomwise develops artificial intelligence systems using powerful deep learning algorithms and supercomputers for drug discovery.,5387,http://www.atomwise.com/,Seed,"$6,000,000","$6,570,000",-0.9,1-10,"Medical, Health Care, Machine Learning",01/01/2012,Operating,06/03/2015,"$6,345,000",
Gevo,https://www.crunchbase.com/organization/gevo,"Natural Resources, Energy, Sustainability","Englewood, Colorado, United States","Gevo focuses on the production of isobutanol, thereby bringing renewable and cost-effective fossil fuel alternatives to consumers worldwide.",5398,http://www.gevo.com,Series D,"$32,560,000","$92,560,000",4.7,51-100,"Fossil Fuels, Fuel, Energy, Renewable Energy",01/01/2005,IPO,05/01/2010,"$92,560,000",
ZenHotels Group,https://www.crunchbase.com/organization/ostrovok,"Travel and Tourism, Commerce and Shopping, Media and Entertainment, Events","Moscow, Moscow City, Russian Federation",ZenHotels Group (largest brand - Ostrovok.ru) is a rapidly growing hotel booking platform with 500k+ hotel properties worldwide.,5404,http://www.zenhotels.com,Series B,"$25,000,000","$38,600,000",-0.3,251-500,"E-Commerce, Reservations, Travel",10/01/2010,Operating,03/26/2013,"$38,600,000",
Craftsvilla,https://www.crunchbase.com/organization/craftsvilla,"Commerce and Shopping, Clothing and Apparel, Internet Services, Design","Mumbai, Maharashtra, India",Largest Online Ethnic Store with Strong funding.,5413,http://www.craftsvilla.com,Series C,"$34,000,000","$54,500,000",-0.1,101-250,"Marketplace, Internet, Handmade, Fashion, E-Commerce",01/01/2011,Operating,11/17/2015,"$54,500,000",
ZAI Lab,https://www.crunchbase.com/organization/zai-lab,"Information Technology, Health Care","Shanghai, Shanghai, China",Zai is built on a vision that China would be the next destination for the pharmaceutical and healthcare industry,5424,http://www.zailaboratory.com/,Series C,"$30,000,000","$160,000,000",-0.7,,"Information Technology, Health Care, Pharmaceutical",01/01/2013,Operating,06/28/2017,"$160,000,000",
Suiteness,https://www.crunchbase.com/organization/suiteness,"Travel and Tourism, Media and Entertainment, Events, Community and Lifestyle","Oakland, California, United States",Suiteness is a travel company dedicated exclusively to booking hotel suites.,5425,http://www.suiteness.com,Series A,"$5,000,000","$6,120,000",-0.7,11-50,"Travel, Leisure, Hotel, Reservations",01/01/2014,Operating,12/14/2016,"$6,120,000",
Bugsnag,https://www.crunchbase.com/organization/bugsnag,Software,"San Francisco, California, United States",Bugsnag provides an automated crash detection platform for web and mobile applications.,5429,http://bugsnag.com,Series A,"$7,200,000","$8,600,000",-0.6,11-50,"B2B, Software, SaaS",09/01/2012,Operating,07/07/2015,"$8,600,000",
OpenBazaar,https://www.crunchbase.com/organization/openbazaar,"Commerce and Shopping, Software, Payments, Financial Services","Washington, District of Columbia, United States",OpenBazaar is a decentralized cryptocurrency marketplace that enables its users to trade online.,5431,https://openbazaar.org/,Series Unknown,"$200,000","$4,200,000",-2.9,1-10,"E-Commerce, Bitcoin",01/01/2014,Operating,06/02/2017,"$4,200,000",
Siluria Technologies,https://www.crunchbase.com/organization/siluria-technologies,"Science and Engineering, Energy","San Francisco, California, United States",Siluria Technologies is a material innovation company developing processes for transforming natural gas into chemicals and fuels.,5435,http://www.siluria.com,Series E,"$45,000,000","$144,468,875",2,101-250,"Nanotechnology, Chemical, Fuel",01/01/2008,Operating,07/13/2016,"$144,468,875",
Cleanly,https://www.crunchbase.com/organization/cleanly,"Commerce and Shopping, Navigation and Mapping, Data and Analytics, Transportation, Internet Services, Mobile","New York, New York, United States",Cleanly offers a simple on-demand laundry delivery service.,5446,https://cleanly.com,Series A,"$5,000,000","$7,300,000",-0.7,1-10,"E-Commerce, Logistics, Mobile, Location Based Services",11/01/2013,Operating,04/11/2017,"$7,300,000",
Propel,https://www.crunchbase.com/organization/propel-4,"Apps, Software, Government and Military, Internet Services, Financial Services","Brooklyn, New York, United States",Propel makes the social safety net more user-friendly,5453,http://joinpropel.com/,Seed,"$4,000,000","$5,400,000",-2.2,1-10,"Government, Apps, Social, FinTech, Internet",01/01/2014,Operating,04/27/2017,"$5,400,000",
Veracyte,https://www.crunchbase.com/organization/veracyte,"Biotechnology, Science and Engineering, Health Care","South San Francisco, California, United States",Veracyte develops molecular diagnostic tests to improve patient outcomes and lower healthcare costs.,5455,http://www.veracyte.com,Post-IPO Debt,"$45,000,000","$116,250,000",1.3,51-100,"Health Care, Health Diagnostics, Biotechnology",01/01/2008,IPO,03/29/2016,"$71,250,000",
TrustArc,https://www.crunchbase.com/organization/truste,"Software, Privacy and Security, Mobile","San Francisco, California, United States","TrustArc is the new TRUSTe. Powering privacy compliance with our technology powered platform, consulting & certifications.",5483,http://www.trustarc.com,Series C,"$15,000,000","$37,000,000",-1,101-250,"Enterprise Software, Privacy, Mobile",01/01/1997,Operating,01/23/2012,"$37,000,000",
RapidAPI,https://www.crunchbase.com/organization/rapidapi,"Apps, Software, Internet Services","Tel Aviv, Tel Aviv, Israel",RapidAPI is a San Francisco-based startup that enables developers to create a back-end for their apps without writing a single line of code.,5486,https://www.rapidapi.com,Seed,"$3,500,000","$3,500,000",-1.8,11-50,"Apps, Real Time, Cloud Computing",11/21/2014,Operating,11/21/2016,"$3,500,000",
Beautylish,https://www.crunchbase.com/organization/beautylish,"Commerce and Shopping, Software, Consumer Goods, Internet Services","San Francisco, California, United States",Beautylish is a social commerce website for the cosmetic industry that enables users to share beauty-related content with other users.,5493,http://www.beautylish.com,Series Unknown,"$6,500,000","$8,500,000",0.4,51-100,"Cosmetics, E-Commerce, Web Browsers",02/01/2010,Operating,05/30/2013,"$8,500,000",
Lumiata,https://www.crunchbase.com/organization/lumiata,"Data and Analytics, Health Care","San Mateo, California, United States",Lumiata uses AI-powered analytics to help organizations precisely identify & manage risk at the individual level,5500,http://lumiata.com,Series B,"$10,000,000","$20,000,000",-1.2,11-50,"Analytics, Medical, Big Data",01/01/2013,Operating,05/26/2016,"$20,000,000",
Narrative,https://www.crunchbase.com/organization/narrative,"Hardware, Consumer Electronics, Data and Analytics, Software","San Francisco, California, United States",Narrative provides hardware and software tools for automatic visual storytelling and known for the wearable camera narrative clip.,5509,http://getnarrative.com,Series B,"$8,000,000","$12,225,000",-0.2,11-50,"Image Recognition, Hardware, Software, Consumer Electronics, Wearables",03/01/2012,Operating,09/04/2014,"$12,225,000",
Chloe + Isabel,https://www.crunchbase.com/organization/chloe-isabel,"Commerce and Shopping, Media and Entertainment, Clothing and Apparel, Consumer Goods, Internet Services, Design","New York, New York, United States",Chloe + Isabel is a social commerce jewelry company empowering and connecting women through their own social selling experience.,5511,http://chloeandisabel.com,Series C,"$15,000,000","$32,450,000",-0.7,501-1000,"Fashion, Social Media, E-Commerce, Jewelry",01/01/2011,Operating,06/27/2014,"$32,450,000",
Vymo,https://www.crunchbase.com/organization/vymo,"Apps, Information Technology, Data and Analytics, Software, Sales and Marketing, Mobile","Bengaluru, Karnataka, India","Vymo is a mobile-first Personal Sales Assistant. It can predict what a rep should do next and coach him on-the-go to close more, faster.",5513,http://www.getvymo.com,Series A,"$5,000,000","$5,000,000",0.8,11-50,"Analytics, Mobile, Sales Automation, Apps, SaaS",01/01/2013,Operating,11/22/2016,"$5,000,000",
Mind Candy,https://www.crunchbase.com/organization/mind-candy,"Gaming, Commerce and Shopping, Media and Entertainment, Software, Content and Publishing","London, England, United Kingdom",Mind Candy is a British entertainment company specializing in the development of global entertainment brands.,5515,http://www.mindcandy.com,Series Unknown,"$1,500,000","$31,054,074",-1.6,51-100,"Publishing, Online Games, E-Commerce, Developer Tools, Digital Entertainment",01/01/2003,Operating,04/11/2017,"$23,000,000",
Comma,https://www.crunchbase.com/organization/comma,"Science and Engineering, Hardware, Consumer Electronics, Software, Transportation, Education","San Francisco, California, United States",Comma is a self-driving car kit developed by George Hotz.,5523,http://comma.ai/,Seed,"$3,100,000","$3,100,000",-1,1-10,"Open Source, Automotive, Robotics, Education, Electronics",10/01/2015,Operating,04/03/2016,"$3,100,000",
TransMedics,https://www.crunchbase.com/organization/transmedics,Health Care,"Andover, Massachusetts, United States",Transmedics is a medical device company involved in the design and production of transplant devices.,5536,http://www.transmedics.com/wt/home/index,Private Equity,"$12,500,000","$259,128,561",0.6,51-100,"Medical Device, Health Care, Medical",01/01/1998,Operating,07/12/2016,"$253,054,579",
Workpop,https://www.crunchbase.com/organization/workpop,"Professional Services, Internet Services","Santa Monica, California, United States",Workpop is a seamless hiring platform for small and medium businesses.,5538,https://www.workpop.com/,Series Unknown,"$8,200,000","$16,100,000",-0.5,11-50,"Recruiting, Internet, Small and Medium Businesses",03/01/2014,Operating,04/01/2016,"$16,100,000",
Spruce Health,https://www.crunchbase.com/organization/spruce-health,"Information Technology, Sports, Health Care","San Francisco, California, United States","At Spruce, we’re passionate about building a better way to see the doctor.",5545,https://www.sprucehealth.com/,Series A,"$15,000,000","$17,000,000",-1.2,11-50,"Information Technology, Fitness, Health Care",01/01/2013,Operating,03/21/2015,"$17,000,000",
CheckRecipient,https://www.crunchbase.com/organization/checkrecipient,"Science and Engineering, Information Technology, Data and Analytics, Software, Internet Services, Privacy and Security, Messaging and Telecommunications, Artificial Intelligence","London, England, United Kingdom",CheckRecipient prevents highly sensitive information being sent to the wrong people over email.,5546,http://checkrecipient.com/,Series A,"$2,700,000","$3,827,762",-1.1,11-50,"Artificial Intelligence, Machine Learning, Cyber Security, Email, Professional Services",01/01/2013,Operating,04/04/2017,"$3,677,338",
AeroFS,https://www.crunchbase.com/organization/aerofs,"Hardware, Consumer Electronics, Software, Internet Services","Palo Alto, California, United States","AeroFS is an enterprise file sync & share solution. We also offer Amium, a cloud-based collaboration platform.",5552,http://www.aerofs.com,Series B,"$10,000,000","$15,500,000",-0.1,11-50,"Computer, Enterprise Software, Collaboration, Cloud Computing",01/01/2010,Operating,07/14/2015,"$15,500,000",
Trove AI,https://www.crunchbase.com/organization/notion-ai,"Science and Engineering, Hardware, Information Technology, Data and Analytics, Software, Internet Services, Messaging and Telecommunications, Artificial Intelligence","Ann Arbor, Michigan, United States",Trove AI is a communications intelligence company out to solve communications overload once and for all.,5554,https://trove.com/,Series A,"$9,500,000","$11,000,000",-0.5,11-50,"Internet, Communications Infrastructure, Artificial Intelligence, Email, Messaging",01/01/2013,Operating,10/19/2016,"$11,000,000",
TESARO,https://www.crunchbase.com/organization/tesaro,"Biotechnology, Science and Engineering, Health Care","Waltham, Massachusetts, United States",TESARO is an oncology-focused biopharmaceutical company identifying better cancer therapies to improve the lives of patients with cancer.,5557,http://tesarobio.com,Post-IPO Equity,"$49,999,960","$456,999,875",2.1,101-250,"Biotechnology, Health Care, Biopharma",03/01/2010,IPO,04/18/2016,"$456,999,875","$360,000,000"
Ever,https://www.crunchbase.com/organization/everalbum,"Apps, Media and Entertainment, Software, Content and Publishing, Mobile","San Francisco, California, United States","Ever, formerly Everalbum, collects life's memories in one secure, private place, accessible from across all devices.",5563,https://www.ever.com/#main,Debt Financing,"$5,000,000","$13,000,000",-0.5,11-50,"Photo Sharing, Mobile Apps, Web Apps",01/01/2013,Operating,07/29/2016,"$8,000,000",
PayRange,https://www.crunchbase.com/organization/payrange,"Commerce and Shopping, Software, Payments, Financial Services, Mobile","Portland, Oregon, United States",World's simplest mobile payment system for machines,5564,http://payrange.com,Series A,"$12,000,000","$15,155,067",-0.5,1-10,"Payments, Vending and Concessions, Mobile Payments",04/18/2013,Operating,06/24/2015,"$14,750,000",
Splice,https://www.crunchbase.com/organization/splice,"Media and Entertainment, Music and Audio","New York, New York, United States","Splice streamlines the fragmented process of creating and sharing music, allowing musicians to focus on the creative process.",5577,http://splice.com,Series A,,"$7,250,000",-0.8,11-50,"Collaboration, Media and Entertainment, Music",01/01/2013,Operating,10/28/2016,"$7,250,000",
Crowdpac,https://www.crunchbase.com/organization/crowdpac,"Data and Analytics, Government and Military, Financial Services","San Francisco, California, United States",Non-partisan political crowdfunding startup using technology and data to help citizens engage in politics.,5578,http://www.crowdpac.com,Series A,"$6,000,000","$8,525,000",-0.6,11-50,"Crowdfunding, Politics, Big Data",01/01/2013,Operating,01/01/2016,"$8,525,000",
Academia.edu,https://www.crunchbase.com/organization/academia-edu,"Media and Entertainment, Data and Analytics, Education, Internet Services","San Francisco, California, United States",Academia.edu is a platform for academics to share research papers and monitor analytics around the impact of their research.,5594,http://Academia.edu,Series B,"$11,100,000","$17,800,000",-0.8,,"Education, Social Media, Analytics",09/01/2008,Operating,09/26/2013,"$17,800,000",
"Entytle, Inc.",https://www.crunchbase.com/organization/entytle,"Information Technology, Data and Analytics, Software, Sales and Marketing, Artificial Intelligence","Palo Alto, California, United States",Entytle uses AI & ML to empower manufacturers to unlock Installed Base value,5596,http://www.entytle.com,Series A,"$6,000,000","$8,052,030",-1.4,11-50,"SaaS, Predictive Analytics, Enterprise Software, Machine Learning, B2B, Sales Automation",01/01/2014,Operating,06/07/2017,"$8,052,030",
NeuroPace,https://www.crunchbase.com/organization/neuropace,"Biotechnology, Science and Engineering, Health Care","Mountain View, California, United States",NeuroPace develops and markets implantable devices for the treatment of neurological disorders.,5597,http://www.neuropace.com,Series Unknown,"$18,000,000","$67,000,000",0,51-100,"Health Care, Neuroscience, Biotechnology",01/01/1997,Operating,07/09/2013,"$67,000,000",
Moonfrog Labs,https://www.crunchbase.com/organization/moonfrog-labs,"Gaming, Mobile","Bangalore, Karnataka, India",Moonfrog Labs is a Bangalore-based startup that makes mobile-first games for masses.,5607,http://www.moonfroglabs.com/,Series A,"$15,000,000","$16,000,000",-0.9,101-250,"Gaming, Mobile, Video Games",11/23/2013,Operating,03/11/2015,"$16,000,000",
Packlink - Simply Shipping,https://www.crunchbase.com/organization/packlink,"Commerce and Shopping, Transportation, Internet Services","Madrid, Madrid, Spain",Packlink & Packlink PRO are an online platform that offers cost-effective package delivery services in Spain and internationally.,5615,http://www.packlink.com,Series C,"$12,600,000","$23,522,700",-0.2,101-250,"Price Comparison, E-Commerce, E-Commerce Platforms, Logistics, Shipping",01/01/2011,Operating,09/14/2015,"$23,522,700",
Seatwave,https://www.crunchbase.com/organization/seatwave,"Commerce and Shopping, Media and Entertainment, Events","London, England, United Kingdom",Seatwave is an online marketplace that allows users to sell and buy tickets for live events in the UK.,5628,http://www.seatwave.com,Series D,"$17,000,000","$53,000,000",-0.7,,"E-Commerce, Ticketing, Marketplace, Events",01/01/2006,Operating,06/01/2009,"$53,000,000",
Xiaoshouyi,https://www.crunchbase.com/organization/xiaoshouyi,"Information Technology, Software, Sales and Marketing","Changyang, Beijing, China",Xiaoshouyi is a customer relationships management (CRM) platform,5631,http://www.xiaoshouyi.com/,Series D,"¥280,000,000","$55,381,024",2.1,,"Customer Service, Software, CRM",01/01/2011,Operating,01/13/2017,"$55,381,024",
OM1,https://www.crunchbase.com/organization/om1,Health Care,"Cambridge, Massachusetts, United States",OM1 is a leading healthcare technology company focused on providing outcomes measurement,5636,http://www.om1.com/,Series A,"$15,000,000","$15,000,000",-0.4,11-50,Health Care,01/01/2015,Operating,04/06/2017,"$15,000,000",
Ninjacart,https://www.crunchbase.com/organization/ninjacart,"Agriculture and Farming, Transportation","Bengaluru, Karnataka, India",Ninjacart is India's Leading B2B agri-marketing platform that connects farmers to businesses,5637,http://ninjacart.in,Series B,"$5,500,000","$8,500,000",-0.8,101-250,"B2B, Supply Chain Management, AgTech",07/01/2015,Operating,04/11/2017,"$8,500,000",
appOrbit,https://www.crunchbase.com/organization/apporbit-2,"Apps, Software","San Jose, California, United States",The appOrbit application platform makes applications — and the data they rely on — portable to any modern infrastructure.,5647,http://apporbit.com/,Series A,"$10,000,000","$11,000,000",0.6,,"Productivity Tools, Enterprise Applications",01/01/2014,Operating,04/01/2016,"$11,000,000",
